Gene	Median_Genetic_load
Zm00001d017466	2.0256
ENSRNA049459041	3.28238
Zm00001d017465	3.20304
Zm00001d017468	0.9592
Zm00001d017467	0.136
Zm00001d017469	0.59768
Zm00001d017470	0.272
Zm00001d017471	0
Zm00001d017472	0.1932
Zm00001d017473	4.5864
Zm00001d017474	0.546
Zm00001d001714	0
Zm00001d017475	0
Zm00001d017476	0
Zm00001d017477	0.7502
Zm00001d017478	0.2532
Zm00001d017479	0
Zm00001d017480	0.2368
Zm00001d017481	1.066
Zm00001d017482	8.646
Zm00001d017483	11.306
Zm00001d017485	10.346946
Zm00001d017486	1.113
Zm00001d017487	0
Zm00001d017489	0
Zm00001d017490	0.254
Zm00001d017491	0.238
Zm00001d017492	0.0878
Zm00001d017493	1.6899
Zm00001d001715	2.1001
Zm00001d017494	1.56798
Zm00001d017495	0.303
Zm00001d017497	1.77486
Zm00001d017499	0.23544
Zm00001d017500	1.45719
Zm00001d017501	0
Zm00001d017502	3.9526
Zm00001d017503	0.817
Zm00001d017504	1.607
Zm00001d017505	0.90936
Zm00001d017506	0
Zm00001d017507	0
Zm00001d017508	0.3872
Zm00001d017509	1.5742
Zm00001d017510	0.1936
Zm00001d017512	0
Zm00001d017513	0
Zm00001d017514	0
Zm00001d017516	0.0916
Zm00001d017519	0.2512
Zm00001d017517	0.2512
Zm00001d017518	0.133
Zm00001d017521	0
Zm00001d017520	0.1366
Zm00001d017522	0.1118
Zm00001d017523	0
Zm00001d017524	0.1656
Zm00001d017526	2.226
Zm00001d017525	0
Zm00001d017529	1.27738
Zm00001d017528	1.985
Zm00001d017530	2.17808
Zm00001d017531	1.3314
Zm00001d017532	0.1636
Zm00001d017533	0
Zm00001d017534	4.6981
Zm00001d017535	0.90064
Zm00001d017536	2.6202
Zm00001d017537	0.0658
Zm00001d017539	2.88878
Zm00001d017541	4.8077
Zm00001d017540	2.1507
Zm00001d017544	9.52768
Zm00001d017543	7.00336
Zm00001d017545	0.7369
zma-MIR394a	1.1672
ENSRNA049459008	1.1672
Zm00001d017546	3.6356
Zm00001d017547	0.4754
Zm00001d017548	0
Zm00001d017550	0.276
Zm00001d017551	0.79656
Zm00001d017552	0
Zm00001d017553	0.467344
Zm00001d017555	0.1678
Zm00001d017556	2.03086
ENSRNA049446295	2.03086
Zm00001d001716	0.16762
Zm00001d017557	0.45522
Zm00001d017558	1.352
Zm00001d017559	3.051356
Zm00001d017560	0.11
Zm00001d017561	0.8194
Zm00001d017562	0.363
Zm00001d017563	1.19002
Zm00001d017564	0
Zm00001d017566	0
Zm00001d017567	1.4069
Zm00001d017569	1.802
Zm00001d017568	0
Zm00001d017570	3.71039
Zm00001d017571	0
Zm00001d001718	0.5216
Zm00001d001717	0
Zm00001d017573	0.5398
Zm00001d017574	0.2669
Zm00001d017575	1.7572
Zm00001d017576	0
Zm00001d017577	0
Zm00001d017579	0
Zm00001d017580	0
Zm00001d017582	2.0884
Zm00001d017583	1.1978
Zm00001d017584	0.424
Zm00001d017588	0
Zm00001d017585	0
Zm00001d017586	0
Zm00001d017589	0
Zm00001d017590	0
Zm00001d001719	1.0126
Zm00001d017591	1.2674
Zm00001d001720	0
Zm00001d017592	0.4518
Zm00001d017593	0
Zm00001d017595	0
Zm00001d017597	2.9668
Zm00001d017598	4.05882
Zm00001d017601	0.5194
Zm00001d017602	0.464
Zm00001d001721	1.576
Zm00001d017603	0.22664
Zm00001d017604	0.3004
Zm00001d017606	0.828
Zm00001d017607	1.1952
Zm00001d017608	3.7632
Zm00001d017609	0
Zm00001d017611	2.4006
Zm00001d017612	0.61948
Zm00001d017613	0.0658
Zm00001d017614	1.978
Zm00001d017615	0
Zm00001d017616	0.7734
Zm00001d017617	0.5428
Zm00001d001722	0.34
Zm00001d017618	1.12108
Zm00001d001723	1.07654
Zm00001d017619	2.98108
Zm00001d017620	1.186
Zm00001d017621	0
Zm00001d017622	0.504
Zm00001d017623	0
Zm00001d017625	0
Zm00001d017626	0
Zm00001d017627	0
Zm00001d017629	0
Zm00001d017630	2.0822
Zm00001d017634	0
Zm00001d017638	0.1942
Zm00001d017639	0.1306
Zm00001d017640	0
Zm00001d017641	1.697
Zm00001d017642	0.5482
Zm00001d017644	0.7034
Zm00001d017643	0.7034
Zm00001d017645	5.07866
Zm00001d017646	0.219
Zm00001d017647	0.00946
Zm00001d017648	3.5486
Zm00001d017649	3.4852
Zm00001d017650	0.9474
Zm00001d017651	0
Zm00001d017652	2.5624
Zm00001d017653	1.2074
Zm00001d017655	2.8366
Zm00001d017654	0.264
Zm00001d017656	0
Zm00001d017657	2.02554
Zm00001d017658	1.67056
Zm00001d017659	1.00068
Zm00001d017661	0.8844
Zm00001d017660	0.248
Zm00001d017666	0.6256
Zm00001d001724	2.75544
Zm00001d017668	0.386
Zm00001d017669	0
Zm00001d001725	0
Zm00001d017670	1.3426
Zm00001d017671	2.7564
Zm00001d017675	0
Zm00001d017676	0
Zm00001d017677	2.3502
Zm00001d017678	4.174868
Zm00001d017679	0.1864
ENSRNA049446278	0.1864
Zm00001d017680	1.2122
Zm00001d017681	0
Zm00001d017682	1.29822
Zm00001d017683	0
Zm00001d017684	1.5544
Zm00001d017685	0
Zm00001d017686	0
Zm00001d001726	0.52
Zm00001d017687	0.52
Zm00001d017688	0.52
ENSRNA049446268	0.52
Zm00001d017689	0.266
Zm00001d017691	0
Zm00001d017692	0
Zm00001d017693	0
Zm00001d017695	1.8758
Zm00001d017696	4.5044
Zm00001d017697	0.9758
Zm00001d017698	0
Zm00001d017699	1.2357
Zm00001d017700	1.89244
Zm00001d017702	0.3992
Zm00001d017703	0.91
Zm00001d017704	3.60498
Zm00001d017706	0.50668
Zm00001d017707	0
Zm00001d017708	0.1338
Zm00001d017709	0.274
Zm00001d017710	0.564
Zm00001d017711	0.278
Zm00001d017712	0.7496
Zm00001d017713	0
Zm00001d017714	0.285
Zm00001d017715	0
Zm00001d017717	0
Zm00001d017718	1.8836
Zm00001d017719	0
Zm00001d017720	0.8932
Zm00001d017722	0.4334
Zm00001d017721	0.07638
Zm00001d017723	0.07638
Zm00001d017725	0.0708
Zm00001d017724	6.025
Zm00001d001727	8.6524
Zm00001d017726	8.843
Zm00001d017727	0.1254
Zm00001d017728	0
Zm00001d017729	1.6372
Zm00001d017730	1.5854
Zm00001d017731	0
Zm00001d017732	0
Zm00001d017733	0
Zm00001d017734	0
Zm00001d017735	0
Zm00001d017736	0.338
Zm00001d017737	0
Zm00001d017740	0.4596
Zm00001d017741	0
Zm00001d017742	0.0368
Zm00001d017743	0.4214
Zm00001d017746	0.458
Zm00001d017747	0
Zm00001d017748	1.3204
Zm00001d017749	0.0544
Zm00001d017750	0
Zm00001d017751	0
Zm00001d017753	1.9538
Zm00001d017752	4.8538
Zm00001d017754	0.5344
Zm00001d017755	1.1956
Zm00001d017756	2.2889
Zm00001d017760	0.482
Zm00001d017761	1.8246
Zm00001d001728	1.418
Zm00001d017762	0.1828
ENSRNA049453826	1.0658
Zm00001d017764	3.97614
Zm00001d017765	5.44094
Zm00001d017766	2.0912
Zm00001d017767	0
Zm00001d017768	1.4254
Zm00001d017769	0
Zm00001d017770	3.56746
Zm00001d017772	0.1446
Zm00001d017771	0.50906
Zm00001d017773	0.9628
Zm00001d017774	7.02
Zm00001d017775	0.2666
Zm00001d017776	0.0848
Zm00001d017777	0
Zm00001d017778	0.1836
Zm00001d017780	0.2036
Zm00001d017781	0.982
Zm00001d017782	1.43446
Zm00001d017783	0
ENSRNA049453784	0
Zm00001d017784	3.17244
Zm00001d017785	0.414
Zm00001d017786	2.81684
Zm00001d017787	0.0782
Zm00001d017788	0.65454
Zm00001d017789	0.82844
Zm00001d017790	0.5392
Zm00001d017791	4.7966
Zm00001d017792	3.63836
Zm00001d017793	0.224
Zm00001d017794	0.30724
Zm00001d017796	0.08024
Zm00001d017797	0
Zm00001d017798	0.0122
Zm00001d017799	0
Zm00001d017800	0
Zm00001d017801	0.405
Zm00001d017802	0.7988
Zm00001d017803	2.2968
Zm00001d017804	1.9404
Zm00001d017805	1.2688
Zm00001d017806	0.7918
Zm00001d017807	3.48376
Zm00001d017808	0
Zm00001d017809	0.0604
Zm00001d017810	0.4069
Zm00001d017812	1.23152
Zm00001d017811	3.0284
Zm00001d017813	0.8393
Zm00001d017814	0.232
Zm00001d017815	0
Zm00001d017816	1.11274
Zm00001d017817	1.68834
Zm00001d017818	0
Zm00001d017820	0.69248
Zm00001d017821	3.06847
Zm00001d017822	3.82834
Zm00001d017824	0.8816
Zm00001d017823	0
Zm00001d017825	1.60356
Zm00001d017826	0.686
Zm00001d017827	0
Zm00001d017828	0.03
Zm00001d017829	0.6522
Zm00001d017830	0
Zm00001d017831	0
Zm00001d017832	0
Zm00001d017833	2.1056
Zm00001d017834	4.732
Zm00001d017835	4.43366
Zm00001d017836	4.35826
Zm00001d017837	5.48728
Zm00001d017838	8.98858
Zm00001d017840	1.9676
Zm00001d017841	0.0942
Zm00001d017842	0.9
Zm00001d017843	0
Zm00001d017844	0.448
Zm00001d017845	0.8396
Zm00001d017846	0.1366
Zm00001d001729	1.6345
Zm00001d017847	0.879
Zm00001d017848	0
Zm00001d017849	3.0224
Zm00001d017850	0
Zm00001d017852	2.2529
Zm00001d001730	2.34798
Zm00001d017851	1.8665
Zm00001d017853	0.04084
Zm00001d017855	0.1362
Zm00001d017857	0
Zm00001d017859	0.62878
Zm00001d017860	4.2422
Zm00001d017861	2.95524
Zm00001d017862	0.586
Zm00001d017863	4.7539
Zm00001d017864	0.5272
Zm00001d017866	0.9513
Zm00001d017865	2.0101
Zm00001d001731	0.9022
Zm00001d017867	1.75
Zm00001d017869	0.75496
Zm00001d017868	1.90016
Zm00001d017871	0
Zm00001d017872	0
Zm00001d017873	0
Zm00001d017874	1.524
Zm00001d017876	0.01044
Zm00001d017877	0.30724
Zm00001d017878	0
Zm00001d017880	1.2854
Zm00001d017879	3.6226
Zm00001d017881	0
Zm00001d017882	0.1068
Zm00001d017883	0.121
Zm00001d001732	0
Zm00001d017885	3.1336
Zm00001d017886	4.72496
Zm00001d017887	1.6154
Zm00001d017888	4.6917
Zm00001d017889	0.3862
Zm00001d017890	0
Zm00001d017893	0
Zm00001d017895	2.1712
Zm00001d017894	7.14212
Zm00001d017897	4.8874
Zm00001d017896	2.8298
Zm00001d017898	0.3818
Zm00001d017899	1.23144
Zm00001d001733	0
Zm00001d017900	0
Zm00001d017901	0
Zm00001d017902	0.144
Zm00001d017903	2.7234
Zm00001d017904	0.298
Zm00001d017905	0
ENSRNA049453841	0.1884
Zm00001d017906	0
Zm00001d017907	2.0926
Zm00001d017908	2.1562
Zm00001d017910	1.30786
Zm00001d017911	3.67686
Zm00001d017912	0
Zm00001d017913	0.0296
Zm00001d017915	0
Zm00001d017914	0
Zm00001d017916	0
Zm00001d017917	0
Zm00001d017918	0
Zm00001d017919	0
Zm00001d017920	0.6174
Zm00001d017921	0
Zm00001d017923	0
Zm00001d017922	0
Zm00001d017925	0.0974
Zm00001d017926	0.4506
Zm00001d017928	1.40616
Zm00001d017927	2.4736
Zm00001d017930	0
Zm00001d017931	0
Zm00001d017932	0.34
Zm00001d017933	1.2504
Zm00001d017935	0
Zm00001d017936	5.465
Zm00001d017938	0
Zm00001d017937	0.00472
Zm00001d017939	0.7248
Zm00001d017940	0
ENSRNA049446062	0
Zm00001d017941	1.9162
Zm00001d017942	0
Zm00001d017943	0.224
Zm00001d017944	1.966
Zm00001d017945	0
Zm00001d017946	0
Zm00001d017948	2.6272
Zm00001d017947	0.845
Zm00001d017949	1.002
Zm00001d001734	0
Zm00001d017950	0.6298
Zm00001d017951	2.82354
Zm00001d017952	3.96456
Zm00001d001735	4.0002
Zm00001d017953	2.4932
Zm00001d017954	0.3452
Zm00001d017955	4.17624
Zm00001d017956	1.85262
Zm00001d017957	1.52832
Zm00001d017958	1.0454
Zm00001d017959	0
Zm00001d017960	0.42216
Zm00001d017961	0.0658
Zm00001d017962	1.436
Zm00001d017964	0.974
Zm00001d017965	5.5768
Zm00001d017966	1.467
Zm00001d017967	1.62664
Zm00001d017968	4.89696
Zm00001d017969	1.2038
Zm00001d017970	1.75614
Zm00001d017971	1.5154
Zm00001d017972	0
Zm00001d017973	0.648
Zm00001d017974	0.359
Zm00001d017975	0.8468
Zm00001d017976	0.39068
Zm00001d017977	0.77554
Zm00001d017978	2.0697
Zm00001d017979	0
Zm00001d017980	0
Zm00001d017981	0
Zm00001d017982	0.5376
Zm00001d017983	1.51898
Zm00001d017984	0.9073
Zm00001d017985	5.17744
Zm00001d017986	6.4316
Zm00001d017987	1.0308
Zm00001d017988	2.15806
Zm00001d017989	1.15176
Zm00001d017990	2.3248
Zm00001d017991	6.6222
Zm00001d017992	1.1468
Zm00001d017994	2.826
Zm00001d017995	0.1682
Zm00001d017996	1.8628
Zm00001d017997	2.34078
Zm00001d017998	0.2212
Zm00001d018000	0.0308
Zm00001d017999	3.0856
Zm00001d018001	0.37932
Zm00001d018002	0
Zm00001d018003	0
Zm00001d018004	0
Zm00001d018005	1.0649
Zm00001d018006	0.7526
Zm00001d018007	0
Zm00001d018008	0
Zm00001d018009	0.0272
Zm00001d018010	0
Zm00001d018012	0
Zm00001d018011	0
Zm00001d018013	0.0268
Zm00001d018014	0
Zm00001d018016	0.22094
Zm00001d018017	0.5958
Zm00001d018019	1.32242
Zm00001d018021	0
Zm00001d018022	0
Zm00001d018024	2.58312
Zm00001d018025	0
Zm00001d018026	0.834
Zm00001d018027	2.1658
Zm00001d018028	3.582
Zm00001d001736	1.29772
Zm00001d018030	1.71412
Zm00001d018029	2.6998
Zm00001d018031	0
Zm00001d018032	3.39758
Zm00001d018033	0.001954
Zm00001d018034	0.3404
Zm00001d018035	0
Zm00001d001737	0.6788
Zm00001d018036	2.6936
Zm00001d018037	4.4892
Zm00001d018038	1.1564
Zm00001d018040	2.3943
Zm00001d018041	2.91882
Zm00001d018042	1.096
Zm00001d018043	0.7814
Zm00001d018045	2.72284
Zm00001d018046	0.61204
Zm00001d018047	0.8722
Zm00001d018048	0
Zm00001d018049	0
Zm00001d018050	0
Zm00001d018051	0
Zm00001d018055	0
Zm00001d018056	1.06344
Zm00001d018057	0.0122
Zm00001d018058	2.9984
Zm00001d018059	0
Zm00001d018061	0.3434
Zm00001d018060	0
ENSRNA049477136	1.68722
Zm00001d018065	5.31302
Zm00001d018064	6.31942
Zm00001d018066	6.089
Zm00001d018069	0.54012
Zm00001d018070	0
Zm00001d018072	0
Zm00001d018073	0
Zm00001d018074	1.076
Zm00001d018075	7.8074
Zm00001d018076	2.952
Zm00001d018077	2.9824
Zm00001d001738	13.3912
Zm00001d018078	12.8238
Zm00001d001739	6.1456
Zm00001d018080	2.518542
Zm00001d018081	3.58474
Zm00001d018082	0.70598
Zm00001d018083	2.2146
Zm00001d018084	0
Zm00001d018085	0.224
Zm00001d018086	0.3594
Zm00001d018087	3.0244
Zm00001d018088	2.6226
Zm00001d018089	0.874
Zm00001d018090	0.73058
Zm00001d018091	0
Zm00001d018093	1.6426
Zm00001d018094	1.448
Zm00001d018095	0
Zm00001d018096	0
Zm00001d018097	2.0022
Zm00001d018098	1.941744
Zm00001d018100	4.198
Zm00001d018099	0
Zm00001d018101	0.804
Zm00001d018102	0
Zm00001d018103	2.03812
Zm00001d018104	1.0856
Zm00001d018105	2.6436
Zm00001d018106	1.39392
Zm00001d018107	1.5902
Zm00001d018108	2.35456
ENSRNA049446241	2.35456
Zm00001d018110	0.02264
Zm00001d018111	0.0284
Zm00001d018112	0
Zm00001d018113	0
Zm00001d018117	2.587
Zm00001d018118	1.8093
Zm00001d018119	0.1202
Zm00001d018122	3.1316
Zm00001d018121	1.4252
Zm00001d018124	0.01004
Zm00001d018123	0
Zm00001d018125	0.6374
Zm00001d018126	0.1648
Zm00001d001740	4.97386
Zm00001d018127	2.51192
Zm00001d018128	0
Zm00001d018130	0.1402
Zm00001d018129	0.603
Zm00001d018131	0.0428
Zm00001d018133	0.47364
Zm00001d018134	0
Zm00001d018135	0.2916
Zm00001d018136	0.266
Zm00001d018137	0
Zm00001d018139	0
Zm00001d018140	0
Zm00001d018141	1.3946
Zm00001d018142	0.1854
Zm00001d018144	0
Zm00001d018145	0.448
Zm00001d018147	2.4994
Zm00001d018146	1.19034
Zm00001d018148	2.84168
Zm00001d018149	2.3151
Zm00001d018150	2.29288
Zm00001d018151	2.2746
Zm00001d018153	2.0742
Zm00001d018152	0
Zm00001d018154	0
Zm00001d018155	0
Zm00001d018156	1.0516
Zm00001d018157	0.0384
Zm00001d018158	1.28708
Zm00001d018159	0
Zm00001d018160	1.8666
ENSRNA049446082	1.8666
Zm00001d018161	0.238
Zm00001d001741	0
Zm00001d018162	0
Zm00001d018164	0
Zm00001d018165	0
ENSRNA049446227	0
Zm00001d018163	0
ENSRNA049477174	0
Zm00001d018166	0
Zm00001d018167	0
ENSRNA049446094	0
Zm00001d018169	0
ENSRNA049446214	0
ENSRNA049477133	0
Zm00001d018171	0
Zm00001d018172	0
Zm00001d018173	0
Zm00001d018174	0
Zm00001d018168	0
Zm00001d018175	0
Zm00001d018170	0
Zm00001d018177	0.8236
Zm00001d018176	1.6034
Zm00001d018178	2.8406
Zm00001d018179	0.508
Zm00001d018180	0
Zm00001d018181	0.1566
Zm00001d018182	0
Zm00001d018183	0
Zm00001d018184	3.23304
Zm00001d018185	0.51858
Zm00001d018187	0
Zm00001d018189	0
Zm00001d018190	0
Zm00001d018191	0.86
Zm00001d018192	0.1222
Zm00001d018193	2.2608
Zm00001d018194	0.383
Zm00001d018195	2.1636
Zm00001d018197	2.188
Zm00001d018198	0.1828
Zm00001d018199	0
Zm00001d018200	0.5096
Zm00001d018201	0.39
ENSRNA049477151	1.767238
zma-MIR166k	1.767238
ENSRNA049477146	1.767238
zma-MIR166m	1.767238
Zm00001d018202	3.47
Zm00001d018203	2.08926
Zm00001d018204	1.5496
Zm00001d018206	2.929
Zm00001d018207	2.89174
Zm00001d018208	4.1534
Zm00001d018209	1.3414
Zm00001d018210	2.175
Zm00001d018211	2.60514
Zm00001d018213	0
Zm00001d018215	2.35638
Zm00001d018214	1.7512
Zm00001d018216	4.254
Zm00001d018218	3.6866
Zm00001d018217	2.71406
Zm00001d018219	0
Zm00001d001742	0
Zm00001d018220	0.0582
Zm00001d018225	0.6476
Zm00001d018226	0
Zm00001d018228	3.86064
Zm00001d018227	0.799
Zm00001d018229	2.5332
Zm00001d018230	0.06804
Zm00001d018231	0
Zm00001d018233	0.269
Zm00001d018234	0.264
Zm00001d018235	0.0968
Zm00001d018237	0.9428
Zm00001d018238	0.4816
Zm00001d018239	0
ENSRNA049446184	0
Zm00001d018240	0
ENSRNA049446176	0
Zm00001d018242	3.95112
Zm00001d018241	8.184
Zm00001d018243	1.5932
Zm00001d018244	0.2706
Zm00001d001743	0.8852
Zm00001d018246	1.5198
Zm00001d018247	2.781
Zm00001d018250	0
Zm00001d018252	0.5295
Zm00001d018251	0.7617
Zm00001d018253	1.00302
Zm00001d018254	0.1926
Zm00001d001744	5.6246
Zm00001d018255	2.64364
Zm00001d001745	1.98028
Zm00001d018256	1.08548
Zm00001d018257	0
Zm00001d018258	1.752
Zm00001d018259	5.6598
Zm00001d018260	1.139
Zm00001d018261	0.0975
Zm00001d018262	0.01818
Zm00001d018263	0.01818
Zm00001d018265	0
Zm00001d018266	0
Zm00001d018267	0
Zm00001d018270	0
Zm00001d018274	0.2892
Zm00001d018275	0.3078
Zm00001d018276	0.0604
Zm00001d018277	0.4848
Zm00001d018278	0.16122
Zm00001d018279	1.18366
Zm00001d018280	2.16078
Zm00001d018281	1.893
Zm00001d018283	2.87032
Zm00001d018282	0.3686
Zm00001d018284	0.32446
Zm00001d018286	0
Zm00001d001746	5.44336
Zm00001d018287	0.24536
Zm00001d018288	2.5362
Zm00001d018289	2.4336
Zm00001d001747	0.9066
Zm00001d018290	1.3584
Zm00001d018292	0.6832
Zm00001d018291	0.4228
Zm00001d018294	2.2632
Zm00001d018293	0.266
Zm00001d018295	0
Zm00001d018296	7.568
ENSRNA049446119	7.568
Zm00001d001748	6.8076
Zm00001d018298	4.9206
Zm00001d018297	3.02528
Zm00001d018301	0.0584
Zm00001d018303	0
Zm00001d018304	0.136
Zm00001d018305	3.77914
Zm00001d018306	2.34354
Zm00001d018307	0.0648
Zm00001d018309	2.2538
Zm00001d018310	0
Zm00001d018312	0.7978
Zm00001d018313	0
Zm00001d018314	0.224
Zm00001d018315	0
Zm00001d018316	0
Zm00001d018317	3.545
Zm00001d018318	0.276
Zm00001d018319	1.5174
Zm00001d018320	2.5831
Zm00001d018321	1.9118
Zm00001d018322	0.29382
Zm00001d001749	1.1076
Zm00001d018323	1.2546
Zm00001d018324	1.0194
Zm00001d018325	2.8604
Zm00001d018326	1.0996
Zm00001d018327	0
Zm00001d018328	0.3724
Zm00001d001750	2.1255
Zm00001d018329	3.9581
Zm00001d018330	0
Zm00001d018331	0
Zm00001d018332	3.36236
Zm00001d001751	6.0122
Zm00001d018333	0.675
Zm00001d018334	0.8598
Zm00001d018335	1.3448
Zm00001d018336	0.5836
Zm00001d018337	0.11816
Zm00001d018338	0
Zm00001d018339	0.4194
Zm00001d018340	0.20528
Zm00001d018341	1.3534
Zm00001d018342	0.4266
Zm00001d018343	2.1416
Zm00001d018344	0.93854
Zm00001d018345	0.19604
Zm00001d018346	3.7934
Zm00001d018347	0.1876
Zm00001d018348	0.3622
Zm00001d018349	0
Zm00001d018350	3.0686
Zm00001d018352	0.8646
Zm00001d018351	0
ENSRNA049446128	0
Zm00001d001752	0
Zm00001d001753	1.048
Zm00001d018356	0
Zm00001d018355	0
Zm00001d018358	0.2272
Zm00001d018359	5.0602
Zm00001d018361	5.1692
Zm00001d018360	11.4198
Zm00001d018362	0.633
Zm00001d018363	0.4256
Zm00001d018365	6.78882
Zm00001d018364	7.6963
Zm00001d018366	0.504
Zm00001d018367	0.0846
Zm00001d018368	0.6995
Zm00001d018369	1.757
Zm00001d018370	8.4312
Zm00001d018371	2.1368
Zm00001d018372	0.1509
Zm00001d018373	1.3624
Zm00001d018374	0.1654
Zm00001d018375	3.3262
Zm00001d018376	0.605
Zm00001d018377	0
Zm00001d018378	5.37364
Zm00001d018379	9.303186
ENSRNA049446134	9.303186
Zm00001d018380	0.7638
Zm00001d018382	2.998
Zm00001d018383	0.1914
Zm00001d018384	0.4252
Zm00001d018386	0.2898
Zm00001d018388	1.5676
Zm00001d018389	0.4898
Zm00001d018390	1.4492
ENSRNA049477141	2.78692
Zm00001d018391	2.997
Zm00001d018392	2.7202
Zm00001d018393	6.13044
Zm00001d001754	1.943
Zm00001d018394	0.7502
Zm00001d001755	2.148
Zm00001d018396	0
Zm00001d018395	0
Zm00001d018397	0
Zm00001d018398	1.238
Zm00001d018399	1.238
Zm00001d018400	2.924142
Zm00001d018401	1.354
Zm00001d001756	1.2664
Zm00001d018402	0.62774
Zm00001d018403	0.4616
Zm00001d018404	0.5856
Zm00001d018405	0.671
Zm00001d018406	0.148
Zm00001d018407	0.266
Zm00001d018408	0
ENSRNA049477984	5.0386
zma-MIR396f	5.0386
Zm00001d018409	4.8094
zma-MIR396g	0.1728
ENSRNA049477975	4.2944
Zm00001d018411	1.0836
Zm00001d018410	6.7469
Zm00001d018412	5.27718
Zm00001d018413	4.8728
Zm00001d018414	4.8423
Zm00001d018415	0.67
Zm00001d018416	0.1354
Zm00001d018417	0
Zm00001d001757	1.79
Zm00001d018418	2.5882
Zm00001d018419	2.715
Zm00001d018420	2.68354
Zm00001d018421	1.939242
Zm00001d018422	0
Zm00001d018424	1.522
Zm00001d018425	2.0038
Zm00001d018423	4.11918
Zm00001d018428	2.1921
Zm00001d001758	1.8506
Zm00001d001759	1.50776
Zm00001d018429	1.8851
Zm00001d018430	2.86656
Zm00001d001760	0
Zm00001d018431	0.06432
Zm00001d018432	0.25
Zm00001d018433	0.0442
Zm00001d018434	0
Zm00001d018435	1.98104
Zm00001d018436	1.10872
Zm00001d018437	2.0638
Zm00001d018438	9.5388
Zm00001d018439	6.4398
Zm00001d018440	4.1934
Zm00001d001761	4.8252
Zm00001d018441	0
Zm00001d018443	0.6636
Zm00001d018444	2.4018
Zm00001d018445	2.0614
Zm00001d018447	0
Zm00001d018448	0.1686
Zm00001d018450	0.4304
Zm00001d018449	4.287
Zm00001d018451	4.6182
Zm00001d018452	2.73795
Zm00001d018454	0.8016
Zm00001d018453	4.66544
Zm00001d018457	0.58164
Zm00001d018455	0.58164
Zm00001d018458	0
Zm00001d018456	0.236
Zm00001d018459	0.448
Zm00001d018460	0.1128
Zm00001d018461	0.1082
Zm00001d018462	0
Zm00001d018463	0
Zm00001d018464	0.8506
Zm00001d018466	7.78422
ENSRNA049478017	6.4754
Zm00001d018465	5.4043
Zm00001d018467	4.1052
Zm00001d018468	0.8154
Zm00001d018470	4.72352
Zm00001d018469	6.12156
Zm00001d018471	2.683
Zm00001d018472	0.389
Zm00001d018473	0.27
Zm00001d018474	0.718
Zm00001d018475	0.3794
Zm00001d018476	3.9128
Zm00001d018477	5.477
Zm00001d018478	1.7074
Zm00001d018479	9.08624
Zm00001d018481	0.5876
Zm00001d018482	0
Zm00001d018483	0
Zm00001d018484	0
Zm00001d018485	0.2012
Zm00001d018487	1.332
Zm00001d018490	3.60711
Zm00001d018488	3.718
Zm00001d018489	3.25924
Zm00001d018491	3.19964
zma-MIR172b	1.2018
ENSRNA049477973	1.2018
Zm00001d018493	0
Zm00001d018494	0
Zm00001d018495	0.5484
Zm00001d018496	0.5484
Zm00001d018497	0.794
Zm00001d018498	1.1218
Zm00001d018500	1.5172
Zm00001d018499	1.0226
Zm00001d018501	0.033
Zm00001d018502	0.1686
Zm00001d018503	2.192
Zm00001d018504	0.3498
Zm00001d018505	0
Zm00001d018507	3.5976
Zm00001d018506	4.9031
Zm00001d018508	0.8186
Zm00001d018509	0.266
Zm00001d018510	0.0557
Zm00001d018511	0.1723
Zm00001d018512	0
Zm00001d018514	0
Zm00001d018513	0.32528
Zm00001d018515	0.1702
Zm00001d018517	1.5176
Zm00001d018518	2.62906
Zm00001d018516	2.81746
Zm00001d018519	1.697
Zm00001d018520	1.1184
Zm00001d018521	1.01
Zm00001d018522	0
Zm00001d018524	3.052
Zm00001d018523	1.2622
Zm00001d018526	0.62992
Zm00001d018525	1.1004
Zm00001d018527	0
Zm00001d018528	0.1364
Zm00001d018529	0
Zm00001d018530	0.0312
Zm00001d018532	0.6096
Zm00001d018531	1.965
Zm00001d018533	0.50858
Zm00001d018534	0
Zm00001d018536	0.536
ENSRNA049446167	0.536
Zm00001d018537	1.378
Zm00001d018535	0.60024
Zm00001d018541	0
Zm00001d018542	1.328
Zm00001d018543	0.4195
Zm00001d018544	0
Zm00001d018545	0.7844
Zm00001d018546	1.3704
Zm00001d018547	1.0962
Zm00001d018548	0
Zm00001d018549	0
Zm00001d018551	0
Zm00001d018550	0.2732
Zm00001d018553	0.99684
Zm00001d018552	2.83384
Zm00001d001762	0
Zm00001d018555	1.4858
Zm00001d018554	0.322
Zm00001d018557	5.4884
Zm00001d018560	0
Zm00001d018561	0
Zm00001d018562	0
Zm00001d018563	0.717
Zm00001d018564	0
Zm00001d018565	0
Zm00001d018566	1.76054
Zm00001d018567	0
zma-MIR171b	0.04972
ENSRNA049477989	0.04972
Zm00001d018568	0
Zm00001d018570	0.4044
Zm00001d018571	0.4118
Zm00001d018572	1.164
Zm00001d018573	0
Zm00001d018575	0.1896
Zm00001d018574	0
Zm00001d018576	0.868
Zm00001d018577	0
Zm00001d018579	1.29
Zm00001d018580	0
Zm00001d018581	0
Zm00001d018582	0
Zm00001d018583	0
Zm00001d018585	0
Zm00001d018586	0
Zm00001d018587	0
Zm00001d018588	0
