SNP,Chr,Pos,P.value,MAF,nobs,H&B.P.Value,Effect
Zm00001d052485,4,191046511,0.217882316595813,0.490358398732815,590,0.674161625849272,-0.0270250469578242
Zm00001d052488,4,191183827,0.247238603874168,0.420994725867085,590,0.699724575321984,0.0173875385142548
Zm00001d052489,4,191190689,0.252205964423505,0.48386403023379,590,0.703041672627674,0.0214385390320945
Zm00001d052492,4,191250808,0.12202222465714,0.431846199175719,590,0.566006546065552,-0.0358454775174895
Zm00001d052493,4,191343386,0.0546780717597466,0.486318072767147,590,0.431356184898781,0.0335631936743805
Zm00001d052494,4,191353211,0.30356598545301,0.464509833601062,590,0.740115195428304,0.023297163263798
Zm00001d052495,4,191453257,0.157694451230798,0.49482793159725,590,0.612940229241647,-0.021394507910536
Zm00001d052500,4,191500962,0.588655046844598,0.496451209465766,590,0.881652192519882,0.00826949074330274
Zm00001d052509,4,191654457,0.657151861767063,0.368960569042924,590,0.910625203744951,0.00521070629680198
Zm00001d052513,4,191906915,0.49464502130433,0.400978761766628,590,0.846388503240895,-0.0120200192260208
Zm00001d052518,4,191958402,0.952172074969213,0.435638704287285,590,0.989805694624158,-0.00100519102791097
Zm00001d052519,4,191968167,0.138884037994559,0.474237891341767,590,0.590660270937006,-0.0299778403097408
Zm00001d052520,4,191984692,0.400270236935485,0.460116404488856,590,0.802424927483861,-0.0168337431905208
Zm00001d052523,4,192071709,0.644144324981273,0.444972411438327,590,0.906754660588421,0.00851221462619944
Zm00001d052525,4,192080883,0.0052860538656195,0.463416278510456,590,0.178057725813769,-0.0556882797250731
Zm00001d052527,4,192219140,0.0596425704965899,0.495675072663498,590,0.445354322246633,-0.0264393569505535
Zm00001d052530,4,192322072,0.302378677874877,0.477159459052379,590,0.738843190936845,0.0167388874646876
Zm00001d052532,4,192393400,0.761491684078829,0.494020654662667,590,0.942757729270402,-0.00396854541292979
Zm00001d052533,4,192456676,0.949837127993024,0.464319108704724,590,0.989048310037033,-0.00108533866808852
Zm00001d052534,4,192501575,0.447195031940068,0.469074605811405,590,0.826011001111513,-0.00732410384811943
Zm00001d052539,4,192576328,0.979561393889252,0.402646005881914,590,0.996030659703005,0.000348850187813388
Zm00001d026966,4,192577383,0.0130750132572508,0.44168750561766,590,0.252410528560903,-0.0289403232341312
Zm00001d052540,4,192578172,0.293248112905933,0.382220130587605,590,0.733615798717104,-0.0191940254499785
Zm00001d052542,4,192655475,0.249448354424504,0.462439783044896,590,0.701136015943746,0.0183315944912275
Zm00001d052543,4,192657367,0.414374866533373,0.479766517668454,590,0.808859333406864,-0.0178194696944247
Zm00001d052545,4,192840524,0.332709719817576,0.488367830644772,590,0.761310713021825,-0.0163323585014549
Zm00001d052554,4,192882248,0.298284034431115,0.452465198539025,590,0.735825494126024,-0.0142733002291743
Zm00001d052556,4,192908263,0.434694983233375,0.460574807524297,590,0.819930082791239,0.0166488968514971
Zm00001d052561,4,193202058,0.0064923180788499,0.48498134382536,590,0.191409100995407,-0.0464632946178222
Zm00001d052564,4,193274586,0.985484286231801,0.449770733978127,590,0.997286494595017,-0.000248202101147899
Zm00001d052565,4,193327563,0.309579844123644,0.477539694623599,590,0.743687028334767,-0.0168463892069828
Zm00001d052566,4,193332151,0.132074724890053,0.495387480089776,590,0.580687031074394,0.0315210370497597
Zm00001d052578,4,193424088,0.965890400206578,0.483140048397976,590,0.992282539873976,0.000484282957213089
Zm00001d052581,4,193472119,0.573678315322442,0.420571708674785,590,0.876351170778479,0.0101002282161764
Zm00001d052584,4,193545827,0.183877054740801,0.340111409685439,590,0.641093840342226,-0.0254649588807448
Zm00001d052585,4,193611003,0.0670949113395355,0.484776503417272,590,0.461960763028956,0.0264679562003508
Zm00001d052586,4,193763661,0.754364196027944,0.461696036657704,590,0.942080066385412,-0.00479132208415839
Zm00001d052589,4,193904691,0.444819888158788,0.469387031366397,590,0.825170030540807,-0.00980266064986207
Zm00001d052591,4,193980224,0.80862383443086,0.456134628192877,590,0.956513738077965,0.00356892664577296
Zm00001d052594,4,194213915,0.384939424728252,0.392717894824256,590,0.790500518286132,0.00973675524804868
Zm00001d052595,4,194257728,0.219869715763205,0.478611927981426,590,0.675908070191522,-0.0278919894384542
Zm00001d052602,4,194404228,0.606456464015411,0.40390696000177,590,0.890590108399794,0.00712144544866944
Zm00001d052605,4,194504909,0.0788881641990979,0.420274909291974,590,0.490805245172442,-0.031768153340324
Zm00001d052606,4,194544003,0.510725677525418,0.410013119193113,590,0.852575516861609,0.00892656137140246
Zm00001d052609,4,194574641,0.17750208361713,0.392022906836615,590,0.63331713079489,0.0229790942932148
Zm00001d052612,4,194612477,0.243118349859163,0.466442710297645,590,0.695258747465007,-0.0220335819172486
Zm00001d052613,4,194772400,0.946701680961779,0.466450390733908,590,0.988497629347536,0.000883263376735
Zm00001d052615,4,194836767,0.898888930290534,0.413158059769016,590,0.977757291756057,-0.00247399761573031
Zm00001d052616,4,194836862,0.928195753308247,0.428574576072073,590,0.984939605316402,0.00138676469172794
Zm00001d052618,4,195014439,0.443048422610183,0.468384112663599,590,0.824030588855601,-0.0129676604270367
Zm00001d052619,4,195017888,0.167948502752799,0.414663318746717,590,0.623038525945523,-0.0231103807360585
Zm00001d052620,4,195052534,0.810759112127309,0.412372633305803,590,0.956941203532896,0.00495515562124577
Zm00001d052621,4,195062098,0.00248025793131301,0.493765578883336,590,0.126563350476152,-0.0596933339244887
Zm00001d052622,4,195068477,0.227413540900665,0.499209293747663,590,0.682467733428594,0.0251688734781372
Zm00001d052624,4,195157434,0.120374091005157,0.485762262887459,590,0.564312236303428,-0.0285264072581843
Zm00001d052625,4,195168030,0.783701498238744,0.452804616412099,590,0.949520966753285,0.00520004012275388
Zm00001d052627,4,195242053,0.164545350407932,0.489941896651039,590,0.620140607829225,-0.0153482102294505
Zm00001d052628,4,195247667,0.185724882204537,0.430056716837697,590,0.643251963367482,0.020485252244446
Zm00001d052630,4,195316205,0.20218411297165,0.494094895817995,590,0.660620744953672,0.028634107576048
Zm00001d052632,4,195421971,0.82379648172809,0.379480626393713,590,0.960330248205247,-0.00445032367943415
Zm00001d052636,4,195469954,0.205087918242717,0.439846411118116,590,0.66424091402464,0.0173082332010532
Zm00001d052639,4,195500434,0.108284059143211,0.441544010153996,590,0.544428666939529,-0.0292401395877525
Zm00001d052640,4,195562366,0.756660111521129,0.480100616878519,590,0.942080066385412,-0.00489574339875187
Zm00001d052648,4,195797119,0.945580942563461,0.389468815609223,590,0.98844842229217,-0.00124287392557965
Zm00001d052651,4,195816208,0.028569950235439,0.47265185111029,590,0.338298732100459,-0.039161472089454
Zm00001d052653,4,196008355,0.987819575712835,0.451931798519913,590,0.997424768784563,-0.000343681600739332
Zm00001d052654,4,196019083,0.963582733881718,0.486521200545224,590,0.992161111650852,0.00066685363747343
Zm00001d052655,4,196024569,0.355782452045866,0.461091946112009,590,0.775363216842128,0.0151735747598715
Zm00001d052657,4,196129556,0.0154741812396178,0.380894159336135,590,0.272682882259003,0.0375001448872477
Zm00001d052660,4,196207748,0.983891248514433,0.469932950547676,590,0.997088549575865,-0.000351833790888212
Zm00001d052661,4,196255307,0.100785755617741,0.458567273303298,590,0.531853806962302,-0.0361392781248523
Zm00001d052662,4,196294664,0.442554696703844,0.467414171112719,590,0.823793225435711,0.0123983053460366
Zm00001d052666,4,196473381,0.363757868447661,0.467093142911279,590,0.77997554524435,-0.0179643698397159
Zm00001d052667,4,196491344,0.105003064411184,0.463390647071637,590,0.540503973544058,-0.0271720941649142
Zm00001d052668,4,196532890,0.891860504565322,0.474508688709745,590,0.976874368823269,-0.00170308335245942
Zm00001d052673,4,196893203,0.0173125761893748,0.4468748714004,590,0.28498703826319,-0.0666036406938277
Zm00001d052675,4,196963480,0.118772975248348,0.281670682081507,590,0.561870756619133,-0.0247346969827611
Zm00001d052677,4,197013825,0.23350479621875,0.398017157799241,590,0.6868258516219,0.0162778750768745
Zm00001d052678,4,197047799,0.369772671734693,0.442740613803942,590,0.78303575996967,-0.0163155182911468
Zm00001d052680,4,197106177,0.670279380335017,0.487037269724262,590,0.916559098046341,-0.00697357487075817
Zm00001d052682,4,197136258,0.0241792580326026,0.494269999245141,590,0.323043839274887,0.0433130847789159
Zm00001d052683,4,197237690,0.644379036694084,0.363909485127556,590,0.906754660588421,-0.00768976692276191
Zm00001d052684,4,197342659,0.807646917907924,0.340767791499535,590,0.956238149474757,-0.00407884456938928
Zm00001d052689,4,197452015,0.517309356083508,0.481667895816779,590,0.854911795617384,0.0134489110332695
Zm00001d052690,4,197459890,0.511363566199993,0.363341252835055,590,0.852819660586347,0.0108505143881738
Zm00001d052692,4,197537383,0.301607022833711,0.491020894174376,590,0.738119802057527,0.0139043399775775
Zm00001d052695,4,197650460,0.987065777472973,0.455897927588746,590,0.997331518754908,-0.000248490728105344
Zm00001d052696,4,197665264,0.266288384910042,0.472223127990113,590,0.713187697553187,-0.0220337314815942
Zm00001d052697,4,197821516,0.574343722388752,0.390050928635818,590,0.876351170778479,-0.0106644742819858
Zm00001d052698,4,197880938,0.683901856865964,0.46464006529377,590,0.922422043777703,-0.00981503060338196
Zm00001d052699,4,198046859,0.269819770620228,0.344644271750371,590,0.71541208681198,-0.0179350702323096
Zm00001d052700,4,198053637,0.108168077110739,0.492907353884661,590,0.544392061058356,0.0302402393229705
Zm00001d052701,4,198079781,0.62127858766488,0.496463393028502,590,0.896993744675934,-0.00792201395341829
Zm00001d052702,4,198185534,0.435507531187586,0.477212067625091,590,0.820236429765513,0.0130081590439065
Zm00001d052709,4,198300956,0.0150017772799563,0.435767558187018,590,0.268629438608006,-0.0591157450259832
Zm00001d052715,4,198518947,0.987989078287457,0.48835030848665,590,0.997424768784563,-0.000241874288282734
Zm00001d052716,4,198546818,0.324364097852848,0.436773390343289,590,0.755473006334872,0.00928128202164878
Zm00001d052718,4,198621668,0.0296178458866596,0.482033154215929,590,0.3448190452022,0.037277070788336
Zm00001d052719,4,198623918,0.729801189791136,0.48711230663295,590,0.935301148332514,0.00552314638071415
Zm00001d052720,4,198683020,0.762722009292137,0.442005307785893,590,0.942951404002138,-0.0051477627176284
Zm00001d052721,4,198787191,0.539922792022035,0.472493619406879,590,0.86495746417699,-0.017359306633266
Zm00001d052723,4,198870467,0.63661076098322,0.380517537018941,590,0.903407389589211,0.0104888101247302
Zm00001d052725,4,199034864,0.167778663126384,0.477671069246178,590,0.623038525945523,-0.0192674378637759
Zm00001d052726,4,199113827,0.727162243168479,0.474210488598355,590,0.935029722218983,0.0092166789050423
Zm00001d052727,4,199132015,0.0673489336190425,0.380412341185077,590,0.462330056895371,-0.0284804154893402
Zm00001d052730,4,199207205,0.884344182267623,0.45383252621245,590,0.97483748237039,0.00169174288589025
Zm00001d052731,4,199254071,0.898805954318976,0.463828788804227,590,0.977757291756057,-0.00246825499083148
Zm00001d052733,4,199294141,0.39337893974995,0.457230398329702,590,0.798284203255863,-0.0219996785248022
Zm00001d052734,4,199304832,0.536465428294751,0.491204577829311,590,0.864333820340256,0.0114299116172056
Zm00001d052735,4,199333912,0.973865919389843,0.482205852353838,590,0.99487492233096,0.000661810890811854
Zm00001d052738,4,199404178,0.00852442507087106,0.498334049679232,590,0.214658357580733,0.046476420681551
Zm00001d052741,4,199478963,0.0669211024015396,0.435304089406614,590,0.461684731982053,0.0380885545254469
Zm00001d052742,4,199485281,0.563194890129155,0.462320192126703,590,0.873781520871096,-0.00907347535625252
Zm00001d052744,4,199500941,0.854611911515054,0.488127628071618,590,0.967898895174072,-0.00436620566837895
Zm00001d052746,4,199610449,0.432019996454334,0.47313013001382,590,0.817914521113807,-0.0150350967593871
Zm00001d052747,4,199611240,0.759168526338176,0.499656154908914,590,0.942159664278346,0.00489715100065963
Zm00001d052748,4,199642595,0.0194807965668822,0.457111341818448,590,0.298208831850714,0.0609341644360324
Zm00001d052749,4,199665081,0.473218895402069,0.417780796266534,590,0.837578862967864,0.0135455067022168
Zm00001d052750,4,199667552,0.416177697597977,0.476917287361346,590,0.809932105497586,-0.0122183975158592
Zm00001d052751,4,199802512,0.993591963745196,0.485346695849994,590,0.998267192020472,-0.000205802120232704
Zm00001d052753,4,199817594,0.180683145804388,0.419095843740427,590,0.637684415800558,0.0329595665122797
Zm00001d052756,4,199893960,0.0200692359520524,0.484667686296919,590,0.300427398210569,-0.0414179407199515
Zm00001d052757,4,199896932,0.913380449912299,0.421706369917578,590,0.980500526062615,0.00221991153178636
Zm00001d052758,4,199897723,0.699677042216078,0.435726617094689,590,0.927326791517247,0.00690484941273858
Zm00001d052759,4,199958327,0.00580309997173567,0.441139339017355,590,0.183263700635311,0.0361963623162447
Zm00001d052760,4,199963308,0.129363837129336,0.472672827430952,590,0.575842172549828,-0.0358786724006899
Zm00001d052763,4,199989647,0.860937220468627,0.44951860643915,590,0.968763468770475,-0.00283233115006631
Zm00001d052765,4,200038358,0.857181572557913,0.480729429134702,590,0.968097508715236,-0.00372484874127293
Zm00001d052766,4,200042610,0.753349216600746,0.47391037308176,590,0.942080066385412,0.00820483697513169
Zm00001d052767,4,200049293,0.281257645187481,0.45156029175528,590,0.723591907206893,0.0210403270262583
Zm00001d052768,4,200053584,0.0829874733276687,0.488545009968157,590,0.500473317852492,-0.0324599871079043
Zm00001d052769,4,200157142,0.871488525507912,0.430968503441568,590,0.972365304131336,-0.00330475630297866
Zm00001d052770,4,200213938,0.0109051074635254,0.405174943221229,590,0.235902688445933,0.0435279441285206
Zm00001d052772,4,200356259,0.378904188729622,0.494648749512702,590,0.787236981193257,0.0145378235056561
Zm00001d052775,4,200464359,0.975645224036136,0.402505929605551,590,0.99514708972496,-0.000544241969094306
Zm00001d052776,4,200548688,0.00155231875417664,0.485386238684389,590,0.104402465099418,-0.0502916153356061
Zm00001d052777,4,200552117,0.184555079477065,0.48207397756688,590,0.642049411430052,0.0224369858515643
Zm00001d052779,4,200645982,0.606968026185756,0.448045015620094,590,0.890933528802919,0.0110979433186676
Zm00001d052781,4,200737914,0.661445705442094,0.480544818110726,590,0.912600709299125,-0.0138384255629177
Zm00001d052783,4,200744514,0.268396946591367,0.460150827424615,590,0.71409694250502,-0.0203516337149499
Zm00001d052785,4,200790947,0.105755021844345,0.471765870250798,590,0.541767571794434,-0.0297028849314339
Zm00001d052786,4,200820489,0.447794968127064,0.387592430637727,590,0.82632470749157,0.0153223350898753
Zm00001d052788,4,200896697,0.0547984326155006,0.449657631369486,590,0.431377276221703,0.0288323105771584
Zm00001d052792,4,201124962,0.675639185244851,0.451667352328425,590,0.919934640535014,0.00873982729285649
Zm00001d052793,4,201137074,0.0243635310242312,0.494868153056229,590,0.323043839274887,0.0505071688717913
Zm00001d052794,4,201187450,0.56929582498344,0.438729031245454,590,0.874916936802343,0.00929758071961584
Zm00001d052795,4,201191080,0.198299942591435,0.424893424755849,590,0.656508990988536,0.0221545021502229
Zm00001d052796,4,201214849,0.750730137803106,0.446452342896141,590,0.941530580569168,0.00989180013529345
Zm00001d052797,4,201290250,0.563325671234807,0.493253183566169,590,0.873781520871096,-0.0105909469120238
Zm00001d052798,4,201305242,0.988462926168206,0.49155719913395,590,0.99750905864008,0.000236821728841319
Zm00001d052799,4,201308914,0.764603399885322,0.428118915028066,590,0.943524353584876,-0.00569965243542836
Zm00001d052800,4,201391815,0.886633450354152,0.431697957395532,590,0.97512195550376,-0.00307055327516548
Zm00001d052801,4,201400731,0.43364162533653,0.436448262083373,590,0.819269141266255,0.0177932058353674
Zm00001d052803,4,201411028,0.786083312578015,0.481221782740968,590,0.950322123596427,-0.00628009702968335
Zm00001d052804,4,201420640,0.929861646260208,0.426662262415043,590,0.985581918134007,0.00130182738733875
Zm00001d052806,4,201496773,0.598640187939111,0.392442902010701,590,0.886407001522762,0.0085588701140652
Zm00001d052807,4,201501262,0.00645890790235892,0.473203503005757,590,0.191117247504701,0.0441874814936911
Zm00001d052809,4,201661975,0.0981433284480775,0.467374677319986,590,0.525809492448149,0.0323582541729178
Zm00001d052810,4,201667424,0.734505156086199,0.490303324105993,590,0.936748653510858,0.005448891661955
Zm00001d052813,4,201685568,0.712094813825236,0.495057648479947,590,0.931106959815346,0.00689042538508365
Zm00001d052816,4,201805607,0.0688336736618271,0.493250728234339,590,0.466334344735499,-0.0232885936096452
Zm00001d052819,4,201961773,0.965061286657153,0.442544004104351,590,0.992206478103999,-0.000867486776123916
Zm00001d052820,4,202005991,0.572015005222156,0.459364521908076,590,0.876040698960935,-0.010757144254477
Zm00001d052827,4,202042493,0.070802881579465,0.497267053708269,590,0.469559571436153,0.0266160244606539
Zm00001d052835,4,202206244,0.267561054796412,0.438039201869581,590,0.713948575877114,-0.0266965099047327
Zm00001d052837,4,202248589,0.00325180319046325,0.489936123972134,590,0.14245271293503,-0.0847823606262001
Zm00001d052838,4,202307193,0.278668944295603,0.374249920422424,590,0.720854710411182,-0.0253812735970755
Zm00001d052840,4,202385873,0.373171883137739,0.43405306505795,590,0.784961867987531,-0.0139589774993824
Zm00001d052842,4,202395006,0.012764696580155,0.425250611221499,590,0.250534120299363,0.086693611231472
Zm00001d052843,4,202399060,0.0495878797999137,0.480589789808949,590,0.418430935276248,-0.0356419306849321
Zm00001d052845,4,202430132,0.42707813509312,0.452868641734821,590,0.816046924091666,-0.0119948436678812
Zm00001d052847,4,202445149,0.100194911371297,0.480996698332145,590,0.530738722819917,-0.031983946717713
Zm00001d052848,4,202462858,0.00688270945417625,0.490849052171016,590,0.19451538880325,0.0384214356852626
Zm00001d052850,4,202488427,0.610864603257371,0.493702151357893,590,0.892718461749076,0.00826496245446734
Zm00001d052851,4,202584989,0.0862591193531493,0.428454774749666,590,0.504842649406173,0.0408834034752908
Zm00001d052852,4,202627305,0.998836037467578,0.431369647282242,590,0.999491980499799,-2.52330459493688e-05
Zm00001d052853,4,202635306,0.799871201093641,0.463289825823512,590,0.954695786165045,-0.00344959918897626
Zm00001d052854,4,202637706,0.00504964067819226,0.482503939213192,590,0.175168472846588,-0.0321378787426952
Zm00001d052855,4,202671658,0.810987475527716,0.48891328672242,590,0.956984147476071,-0.00709556943519052
Zm00001d052864,4,202868717,0.621676862643953,0.471885178002559,590,0.896993744675934,0.0111999846554317
Zm00001d026980,4,202870341,0.850000743768535,0.397628514003185,590,0.967229762519668,-0.00227111125467283
Zm00001d052865,4,202871774,0.197105372066815,0.484994641314265,590,0.65474340234397,-0.0249156106866494
Zm00001d052872,4,203086812,0.099972706605846,0.482346667921449,590,0.530149382383354,0.0228593729728026
Zm00001d052873,4,203088415,0.932184192526988,0.480994664767234,590,0.985947195586905,-0.00144162083374821
Zm00001d052874,4,203093379,0.252395190617145,0.491808086076326,590,0.703287181197778,0.0180727394730016
Zm00001d052875,4,203129177,0.0100483993760878,0.447084240587738,590,0.228753334281393,-0.0513465596385176
Zm00001d052876,4,203132196,0.15643336431513,0.471921214076953,590,0.611317732173279,-0.0181759767282919
Zm00001d052878,4,203191381,0.772702958452398,0.277934489710522,590,0.946884980124382,-0.00474938360301291
Zm00001d052880,4,203195134,0.965561276576992,0.353368270767543,590,0.992282539873976,-0.000738010559400704
Zm00001d052883,4,203324761,0.0853097027682056,0.467619387551447,590,0.503350490165896,-0.029366020690797
Zm00001d052885,4,203405706,0.058911047585502,0.476161575560561,590,0.442569244986084,0.0351699805266867
Zm00001d052886,4,203407872,0.798573116359582,0.423773667456501,590,0.954447741268564,0.00442541026499521
Zm00001d052888,4,203494690,0.327314254811009,0.440368641112146,590,0.758088631577399,0.0222090496361389
Zm00001d052889,4,203544095,0.0840172141368077,0.469352892482384,590,0.501378101573249,0.0283385268916116
Zm00001d052890,4,203611347,0.119271847503665,0.462761371937008,590,0.562532394345675,0.0197426156414271
Zm00001d052893,4,203852542,0.862110666726191,0.499832364628276,590,0.968882202937593,-0.00330590776014217
Zm00001d052895,4,203909773,0.00772910769937168,0.422686571509926,590,0.204993379103822,-0.0561365154173293
Zm00001d052898,4,204030126,0.458535429763436,0.39389714726378,590,0.831068894582343,-0.0219957600953897
Zm00001d052901,4,204071169,0.906596479253344,0.415648259607103,590,0.979119475106213,0.0021457343621174
Zm00001d052902,4,204185325,0.911944992725716,0.361986019835304,590,0.98015150531602,-0.00156865337743212
Zm00001d052903,4,204205739,0.576776746233245,0.436809762651382,590,0.877576770851089,0.0112736314827679
Zm00001d052904,4,204238907,0.556038675484481,0.434142339045324,590,0.871822481215015,-0.00918237193330762
Zm00001d052905,4,204257286,0.392495308954669,0.444847388557041,590,0.797463423535349,-0.023020994586657
Zm00001d052906,4,204324678,0.50897145108713,0.490246106330686,590,0.851188696461076,0.0133305271831065
Zm00001d026981,4,204362647,0.724867793955549,0.48694743693156,590,0.934773627084248,-0.00414477945836347
Zm00001d052910,4,204477980,0.871693937593851,0.452140107865659,590,0.972403998606901,-0.00304702532069911
Zm00001d052911,4,204480764,0.840499418042375,0.498850968613093,590,0.964844976975732,-0.00301808876127146
Zm00001d052915,4,204566343,0.227781612953725,0.499163005077863,590,0.682760112997628,-0.0161226453874687
Zm00001d052916,4,204719770,0.89516667716024,0.463300686150905,590,0.977404034672373,0.00255446438549889
Zm00001d052918,4,204769934,0.482620186094665,0.429668573521433,590,0.841091965506137,0.0130829838762493
Zm00001d052921,4,204933175,0.335581796566275,0.477961176760395,590,0.762544924225752,0.0184267841440503
Zm00001d052922,4,204942596,0.0339640334609807,0.491977639063844,590,0.364689392412875,-0.0391053090858769
Zm00001d052923,4,205035148,0.802351915089728,0.474329336980947,590,0.955324700136848,-0.00352912585343101
Zm00001d052926,4,205103908,0.352734042898104,0.446148738427235,590,0.77238217068895,-0.0123906419790111
Zm00001d052927,4,205136484,0.990187098607416,0.468069592122797,590,0.99786153749814,0.000206208857513906
Zm00001d052928,4,205227775,0.620631498165978,0.492024015944141,590,0.896993744675934,-0.00946143746521955
Zm00001d052929,4,205239149,0.232811213812717,0.497848563256734,590,0.686468474455315,0.0204677735919201
Zm00001d052930,4,205243518,0.0838071770620508,0.470159576194179,590,0.500473317852492,-0.0365540800285852
Zm00001d052931,4,205249788,0.112737527569758,0.449661530524716,590,0.552868978303081,-0.0262388483965922
Zm00001d052932,4,205269595,0.501235558065112,0.490261339117362,590,0.849048958278276,0.0120343928432792
Zm00001d052933,4,205274822,0.172616632985933,0.469362876212987,590,0.62801562527003,0.0221933552907329
Zm00001d052935,4,205366187,0.0149916746838749,0.464300846098998,590,0.268629438608006,0.0314148677932449
Zm00001d052937,4,205501809,0.47942881385892,0.493013802844917,590,0.839748060839311,-0.0117556081992367
Zm00001d052938,4,205505452,0.122477583736411,0.340552740995421,590,0.566513810869031,-0.0266084776444401
Zm00001d052939,4,205515247,0.859365124167416,0.471504715161198,590,0.968501944760694,0.00308114775042306
Zm00001d052941,4,205569379,0.870365411318294,0.459791348262692,590,0.971908324010188,0.00343680282493104
Zm00001d052943,4,205690232,0.586893897913053,0.451719031559696,590,0.881235311177709,0.0118413097243198
Zm00001d052944,4,205745035,0.586985208734074,0.469259126969693,590,0.881235311177709,-0.0125245316140681
Zm00001d052945,4,205815603,0.632376727216995,0.493399487828087,590,0.90179955642413,-0.00796612908619565
Zm00001d052946,4,205821051,0.566473754950186,0.392404781742068,590,0.873837887563088,-0.00902165544862249
Zm00001d052947,4,205833914,0.819605834379375,0.451766411686208,590,0.959699326018185,-0.0049945286040739
Zm00001d052948,4,205895319,0.037291779147818,0.481467273758504,590,0.377736392154583,-0.0397906030007271
Zm00001d052950,4,206094011,0.0456334333522309,0.436790661667875,590,0.409559997637609,-0.07643650840029
Zm00001d052951,4,206108330,0.303647866532107,0.468987431318641,590,0.740115195428304,0.0171033902786348
Zm00001d052952,4,206113707,0.0636042584616594,0.482210709719251,590,0.456038486239549,-0.0310265927138071
Zm00001d052953,4,206116499,0.387131306485806,0.429074996405878,590,0.792518713612807,0.0134229204503878
Zm00001d052955,4,206259152,0.949917909159251,0.414798097967224,590,0.989048310037033,0.00105255795563242
Zm00001d052961,4,206347511,0.964674738722616,0.492108202717371,590,0.992161111650852,0.00066659539472072
Zm00001d052962,4,206380174,0.639220863968744,0.472314818455489,590,0.904501034167043,-0.00970277777612244
Zm00001d052963,4,206410616,0.27589831549681,0.471805163136754,590,0.719543871032905,-0.0186278792778517
Zm00001d052964,4,206412662,0.202499498632954,0.451658894633083,590,0.660786551704664,0.0174513781947328
Zm00001d052967,4,206535429,0.298990551796443,0.47115745806812,590,0.736403953238174,0.0188985567095735
Zm00001d052971,4,206735622,0.528031056897043,0.400162918551053,590,0.860831517588431,0.01183785550126
Zm00001d052972,4,206764024,0.845334347429753,0.274034263398424,590,0.966062069769376,0.00347955093247315
Zm00001d052974,4,206845955,0.199760021886566,0.48238410708573,590,0.658601705707932,-0.0238009573660633
Zm00001d052977,4,206919670,0.330045675921275,0.435233080660589,590,0.759663381817721,-0.0223471809840083
Zm00001d052978,4,207028261,0.47743545494222,0.461094941437615,590,0.839448032901202,0.0133640839285759
Zm00001d052979,4,207070948,0.380041620805201,0.455521937048606,590,0.787687292644102,0.0132416289567923
Zm00001d052981,4,207129314,0.375432163081468,0.461696408475704,590,0.785845231345032,-0.021805012354486
Zm00001d052985,4,207561707,0.121878621689496,0.464390469400454,590,0.566006546065552,-0.029422645741126
Zm00001d052987,4,207669918,0.694248664793883,0.453942290598403,590,0.924985968595193,-0.00764155849958587
Zm00001d052988,4,207717951,0.0996470227949744,0.485156628653264,590,0.529434168531638,-0.0299845402555687
Zm00001d052989,4,207785244,0.0357496638727261,0.424330959631226,590,0.372867359797878,0.0424283037605241
Zm00001d052990,4,207848210,0.405832987076587,0.384128337941341,590,0.805678208124508,-0.014695853159771
Zm00001d052991,4,207876148,0.328400855955299,0.493857610955928,590,0.758851772839292,-0.0137452996420008
Zm00001d052992,4,207905668,0.00724319087007078,0.409066110561785,590,0.198271353320915,0.0528368569907451
Zm00001d052993,4,207980504,0.147432837429063,0.490781995068879,590,0.602132450659773,-0.0219224548798545
Zm00001d052996,4,207999101,0.475172193619535,0.42917991682537,590,0.838735078138368,0.0136660096295862
Zm00001d052997,4,208057520,0.121562000090301,0.426425135368556,590,0.565859602829982,0.031933446866603
Zm00001d052998,4,208163447,0.434408002385562,0.394050369357223,590,0.819755285220523,-0.0133208321023228
Zm00001d052999,4,208285887,0.482079980506333,0.449960436416177,590,0.84104328943322,0.00916686383314433
Zm00001d053001,4,208310715,0.564972588865438,0.490216658203616,590,0.873837887563088,-0.0102376533500352
Zm00001d053003,4,208580901,0.478795688551227,0.422449271448865,590,0.839621553730195,0.0166191620905139
Zm00001d053004,4,208649304,0.272127535074806,0.427975823373061,590,0.717005541267867,-0.0205582063454851
Zm00001d026984,4,208680157,0.482879409115106,0.286072199509347,590,0.841091965506137,0.0108288319311333
Zm00001d053006,4,208792099,0.551853640056513,0.457268876220883,590,0.869951136356284,0.0101911197913978
Zm00001d053007,4,208796971,0.287146735521782,0.464384113973497,590,0.728780913847231,0.0184473944266494
Zm00001d053009,4,208861873,0.261716119285153,0.449393704161958,590,0.709514078394843,-0.0235121389317019
Zm00001d053010,4,208870548,0.215038091930541,0.482353698273234,590,0.67124092458453,0.0261362963666204
Zm00001d053011,4,208898899,0.86713682975232,0.40570418834664,590,0.970815202557424,-0.00449070405602381
Zm00001d053014,4,209053063,0.644365979027129,0.410609932918057,590,0.906754660588421,-0.0102322441951428
Zm00001d053015,4,209127785,0.0227809725827481,0.468335232118288,590,0.315125583090932,-0.0532002539953106
Zm00001d053016,4,209194062,0.831254258887778,0.47758722770212,590,0.962841602247094,-0.00419459532371028
Zm00001d053017,4,209242258,0.750343117195819,0.445591184702033,590,0.941530580569168,0.00732154983662048
Zm00001d053018,4,209379065,0.534041420027498,0.455837419819278,590,0.863024726335516,0.0131032381931259
